status_type,status_published,num_reactions,num_comments,num_shares
photo,2/5/2018 2:31,50,4,3
photo,2/5/2018 2:13,23,1,0
photo,2/5/2018 1:52,25,0,0
video,2/5/2018 1:09,206,378,149
photo,2/4/2018 1:47,16,0,0
photo,2/3/2018 8:37,25,0,0
photo,2/3/2018 8:16,19,0,0
video,2/3/2018 7:05,128,571,110
video,2/3/2018 2:28,54,100,28
photo,2/3/2018 2:17,10,0,0
video,2/3/2018 1:52,108,168,43
video,2/3/2018 1:08,122,307,70
photo,2/2/2018 8:16,33,1,0
video,2/2/2018 6:58,228,1030,192
video,2/2/2018 1:08,152,358,121
video,2/1/2018 7:06,170,793,194
video,2/1/2018 1:08,165,1630,169
photo,1/31/2018 23:00,552,0,3
video,1/31/2018 7:02,180,994,224
photo,1/31/2018 2:03,172,9,2
video,1/31/2018 1:06,227,473,154
photo,1/30/2018 23:31,9,0,0
video,1/30/2018 22:20,110,328,126
photo,1/30/2018 8:55,27,0,0
photo,1/30/2018 8:08,477,3,0
video,1/30/2018 7:05,213,1688,265
photo,1/30/2018 2:22,7,0,0
photo,1/30/2018 1:15,250,1,0
video,1/30/2018 1:05,175,1196,230
video,1/29/2018 22:02,129,215,145
video,1/29/2018 7:05,202,1311,175
video,1/29/2018 1:04,205,476,149
video,1/28/2018 22:09,136,270,114
video,1/28/2018 7:05,37,0,4
video,1/28/2018 7:02,164,1819,163
video,1/28/2018 1:11,173,1214,244
video,1/27/2018 22:01,177,706,186
video,1/27/2018 21:51,47,7,17
video,1/27/2018 7:06,242,744,193
photo,1/27/2018 2:32,27,1,0
video,1/27/2018 1:02,225,559,166
photo,1/26/2018 2:56,22,0,1
video,1/26/2018 1:08,8,0,0
video,1/26/2018 1:07,238,815,165
video,1/25/2018 7:08,235,1278,212
photo,1/25/2018 3:05,25,0,1
photo,1/25/2018 2:37,29,4,0
photo,1/25/2018 2:04,17,0,0
video,1/25/2018 1:07,46,0,0
video,1/25/2018 1:06,362,745,199
photo,1/24/2018 22:42,209,0,1
photo,1/24/2018 7:47,23,1,0
video,1/24/2018 7:04,290,915,240
photo,1/24/2018 1:29,41,0,1
video,1/24/2018 1:08,267,1221,259
photo,1/23/2018 23:26,11,0,0
photo,1/23/2018 8:05,143,0,1
video,1/23/2018 7:04,225,1085,204
photo,1/23/2018 2:26,13,0,0
video,1/23/2018 1:05,237,1430,243
photo,1/22/2018 8:00,11,0,0
video,1/22/2018 7:11,345,1019,162
photo,1/22/2018 2:32,10,0,0
video,1/22/2018 1:11,252,885,242
video,1/21/2018 7:00,168,718,172
photo,1/21/2018 4:11,8,1,0
video,1/21/2018 1:08,257,1096,206
video,1/20/2018 6:59,316,1080,194
photo,1/20/2018 1:51,13,0,0
video,1/20/2018 1:03,281,809,171
video,1/19/2018 7:06,285,778,171
video,1/19/2018 1:08,195,1176,209
video,1/18/2018 7:10,13,0,0
video,1/18/2018 7:09,239,1270,194
video,1/18/2018 1:07,270,898,233
photo,1/17/2018 8:40,21,1,0
video,1/17/2018 7:06,307,1275,228
photo,1/17/2018 2:06,12,0,0
photo,1/17/2018 1:48,26,0,0
photo,1/17/2018 1:30,21,0,0
video,1/17/2018 1:07,236,938,216
video,1/16/2018 7:10,258,1008,261
photo,1/16/2018 1:26,33,2,1
video,1/16/2018 1:11,320,2021,362
photo,1/15/2018 22:47,23,1,0
photo,1/15/2018 8:31,60,4,0
photo,1/15/2018 7:58,102,8,3
video,1/15/2018 7:04,268,1820,298
photo,1/15/2018 2:37,49,0,0
photo,1/15/2018 1:26,41,2,0
video,1/15/2018 1:08,239,938,212
photo,1/14/2018 23:31,32,2,0
photo,1/14/2018 22:46,17,0,0
video,1/14/2018 7:02,273,914,218
video,1/14/2018 1:09,229,1005,227
photo,1/13/2018 2:48,21,0,0
photo,1/13/2018 2:08,26,1,0
video,1/13/2018 1:10,212,551,187
video,1/12/2018 7:04,294,1689,284
photo,1/12/2018 1:27,29,1,0
video,1/12/2018 1:09,239,548,188
photo,1/11/2018 8:11,14,0,0
video,1/11/2018 7:05,296,656,253
video,1/11/2018 1:14,277,1270,311
photo,1/10/2018 8:31,18,0,0
video,1/10/2018 7:08,292,1425,264
photo,1/10/2018 2:35,18,0,0
photo,1/10/2018 1:58,9,1,0
photo,1/10/2018 1:46,34,1,0
video,1/10/2018 1:02,303,1003,242
video,1/9/2018 7:03,237,913,202
photo,1/9/2018 3:14,22,3,0
video,1/9/2018 1:16,315,1050,274
photo,1/8/2018 22:42,27,0,0
photo,1/8/2018 7:49,13,0,0
video,1/8/2018 7:08,251,1145,261
photo,1/8/2018 3:11,24,1,0
video,1/8/2018 1:08,81,0,1
video,1/8/2018 1:08,212,916,198
video,1/7/2018 7:04,440,1112,322
photo,1/7/2018 1:47,16,0,1
video,1/7/2018 1:13,349,967,280
photo,1/6/2018 8:26,29,0,2
photo,1/6/2018 8:01,27,0,1
video,1/6/2018 7:05,354,1119,277
photo,1/6/2018 2:26,7,0,0
video,1/6/2018 1:09,323,1908,261
photo,1/5/2018 8:20,19,0,0
video,1/5/2018 7:03,52,0,6
video,1/5/2018 7:01,398,1942,322
photo,1/5/2018 2:54,18,0,0
photo,1/5/2018 2:41,6,1,0
video,1/5/2018 1:06,265,1138,254
photo,1/4/2018 22:15,8,0,0
video,1/4/2018 7:07,253,1410,261
video,1/4/2018 1:13,264,1487,279
photo,1/3/2018 22:50,15,0,0
photo,1/3/2018 22:07,13,0,0
photo,1/3/2018 8:02,21,0,0
video,1/3/2018 7:05,392,1972,312
video,1/3/2018 1:10,266,736,229
photo,1/2/2018 22:47,10,0,0
photo,1/2/2018 7:19,19,0,0
video,1/2/2018 7:02,359,1092,242
video,1/2/2018 1:04,331,1017,285
photo,12/30/2017 2:25,19,0,0
photo,12/30/2017 2:13,11,0,1
photo,12/30/2017 1:27,7,0,2
video,12/30/2017 1:07,287,3800,406
photo,12/29/2017 23:11,22,1,0
photo,12/29/2017 22:46,9,0,0
photo,12/29/2017 8:39,21,2,0
photo,12/29/2017 8:25,22,0,0
photo,12/29/2017 8:12,21,1,0
photo,12/29/2017 7:33,26,2,0
video,12/29/2017 7:11,47,0,0
video,12/29/2017 7:09,291,1169,257
photo,12/29/2017 2:53,23,0,1
photo,12/29/2017 2:27,16,3,0
photo,12/29/2017 2:22,4,0,0
video,12/29/2017 2:09,11,2,0
video,12/29/2017 1:11,39,0,0
video,12/29/2017 1:09,204,1059,235
photo,12/28/2017 23:21,28,0,0
photo,12/28/2017 23:03,11,0,1
photo,12/28/2017 23:03,5,0,0
photo,12/28/2017 7:51,8,0,0
photo,12/28/2017 7:35,12,0,0
video,12/28/2017 7:07,199,603,199
photo,12/28/2017 2:53,23,0,1
photo,12/28/2017 2:42,12,0,0
photo,12/28/2017 2:21,12,0,0
photo,12/28/2017 1:24,46,2,2
video,12/28/2017 1:08,315,1247,274
photo,12/27/2017 8:34,16,2,1
photo,12/27/2017 7:57,18,0,0
photo,12/27/2017 7:22,13,2,1
video,12/27/2017 7:08,304,1069,338
photo,12/27/2017 2:58,13,0,0
photo,12/27/2017 2:56,2,0,0
photo,12/27/2017 2:29,3,0,0
photo,12/27/2017 2:23,13,0,0
photo,12/27/2017 2:03,9,0,0
photo,12/27/2017 1:30,18,3,0
video,12/27/2017 1:09,240,1212,374
photo,12/26/2017 23:28,16,1,0
photo,12/26/2017 23:24,6,0,0
photo,12/26/2017 22:35,15,1,0
photo,12/26/2017 22:30,7,0,0
photo,12/26/2017 22:15,11,0,0
photo,12/26/2017 9:17,7,0,1
photo,12/26/2017 8:55,1,0,0
photo,12/26/2017 8:38,8,1,0
photo,12/26/2017 8:03,7,0,0
video,12/26/2017 7:52,30,0,0
video,12/26/2017 7:47,229,695,251
photo,12/26/2017 7:37,10,0,0
photo,12/26/2017 2:27,7,0,0
photo,12/26/2017 2:23,2,0,0
photo,12/26/2017 1:44,29,1,1
video,12/26/2017 1:12,35,0,0
video,12/26/2017 1:11,22,0,0
video,12/26/2017 1:10,168,449,188
photo,12/25/2017 23:17,11,0,0
photo,12/25/2017 22:42,18,0,0
photo,12/25/2017 22:07,20,0,0
photo,12/25/2017 8:06,33,0,0
photo,12/25/2017 7:50,13,0,0
photo,12/25/2017 7:30,11,0,0
photo,12/25/2017 7:22,11,0,0
video,12/25/2017 7:07,187,722,176
photo,12/25/2017 2:16,4,0,0
photo,12/25/2017 2:01,7,0,0
photo,12/25/2017 1:23,36,2,1
video,12/25/2017 1:10,55,0,5
video,12/25/2017 1:09,287,709,196
status,12/24/2017 23:58,137,162,0
photo,12/24/2017 23:20,7,0,1
photo,12/24/2017 22:15,18,0,0
photo,12/24/2017 10:25,241,2,0
photo,12/24/2017 7:53,8,0,0
photo,12/24/2017 7:33,11,0,0
photo,12/24/2017 7:16,19,2,0
video,12/24/2017 7:04,200,752,184
photo,12/24/2017 2:06,29,3,0
photo,12/24/2017 1:19,9,0,0
video,12/24/2017 1:09,187,415,264
photo,12/23/2017 7:55,14,0,0
photo,12/23/2017 7:38,21,2,0
photo,12/23/2017 7:29,31,4,0
video,12/23/2017 7:07,48,0,3
video,12/23/2017 7:06,170,1762,257
photo,12/23/2017 2:46,11,0,0
photo,12/23/2017 2:35,4,0,0
photo,12/23/2017 1:37,16,0,0
photo,12/23/2017 1:23,27,3,3
video,12/23/2017 1:08,58,2,0
video,12/23/2017 1:08,258,470,235
photo,12/22/2017 7:57,21,0,0
photo,12/22/2017 7:44,3,0,0
video,12/22/2017 7:06,46,0,0
video,12/22/2017 7:05,264,459,200
photo,12/22/2017 2:34,1,0,0
photo,12/22/2017 2:20,11,0,0
video,12/22/2017 2:04,41,0,2
video,12/22/2017 2:03,196,466,166
photo,12/22/2017 1:56,10,0,0
photo,12/22/2017 1:30,11,2,0
video,12/22/2017 1:15,109,202,167
photo,12/21/2017 23:11,17,1,0
photo,12/21/2017 22:04,20,0,0
photo,12/21/2017 7:56,29,1,0
video,12/21/2017 7:07,50,0,0
video,12/21/2017 7:06,6,0,0
video,12/21/2017 7:04,292,898,262
photo,12/21/2017 2:36,12,0,0
photo,12/21/2017 1:42,13,0,0
video,12/21/2017 1:08,27,0,0
video,12/21/2017 1:08,7,0,0
video,12/21/2017 1:06,283,519,295
photo,12/20/2017 9:06,37,6,0
photo,12/20/2017 8:38,9,0,0
video,12/20/2017 7:06,265,664,191
photo,12/20/2017 2:41,5,0,0
photo,12/20/2017 1:31,18,1,0
video,12/20/2017 1:08,386,1912,394
photo,12/19/2017 22:56,7,0,0
photo,12/19/2017 22:35,9,0,0
photo,12/19/2017 22:23,15,3,0
photo,12/19/2017 22:04,16,0,0
photo,12/19/2017 7:35,25,2,0
photo,12/19/2017 7:12,23,0,0
video,12/19/2017 7:01,432,924,287
photo,12/19/2017 2:41,15,0,0
photo,12/19/2017 2:24,23,0,0
photo,12/19/2017 1:48,17,0,0
video,12/19/2017 1:11,55,0,3
video,12/19/2017 1:11,274,1140,300
photo,12/18/2017 22:58,18,0,0
photo,12/18/2017 22:30,18,0,0
photo,12/18/2017 8:42,38,0,0
photo,12/18/2017 8:23,18,0,0
photo,12/18/2017 7:45,22,0,0
photo,12/18/2017 7:18,61,1,1
video,12/18/2017 7:02,54,0,0
video,12/18/2017 7:02,431,3450,533
photo,12/18/2017 2:52,11,0,0
photo,12/18/2017 2:40,20,0,0
photo,12/18/2017 2:26,12,0,0
photo,12/18/2017 2:20,16,1,0
video,12/18/2017 1:01,330,2409,397
photo,12/17/2017 8:05,10,0,0
photo,12/17/2017 7:40,29,0,1
photo,12/17/2017 7:22,44,0,0
video,12/17/2017 7:06,43,0,0
video,12/17/2017 7:05,355,1249,349
photo,12/17/2017 3:30,51,4,0
photo,12/17/2017 2:43,16,0,0
photo,12/17/2017 2:25,83,13,0
photo,12/17/2017 2:10,42,0,0
photo,12/17/2017 1:14,24,0,1
video,12/17/2017 1:05,17,0,0
video,12/17/2017 1:03,433,1814,451
photo,12/16/2017 22:57,16,0,0
photo,12/16/2017 22:21,23,0,1
photo,12/16/2017 8:40,20,0,0
photo,12/16/2017 7:40,15,0,0
photo,12/16/2017 7:20,14,0,0
video,12/16/2017 7:05,321,1594,318
photo,12/16/2017 2:41,30,1,0
photo,12/16/2017 2:18,10,0,0
photo,12/16/2017 2:10,33,0,0
photo,12/16/2017 1:29,37,4,0
video,12/16/2017 1:11,45,2,0
video,12/16/2017 1:08,8,0,0
video,12/16/2017 1:07,22,0,0
video,12/16/2017 1:06,337,2638,270
photo,12/15/2017 8:36,18,3,0
video,12/15/2017 8:02,233,1039,280
photo,12/15/2017 7:17,29,0,0
video,12/15/2017 7:05,276,306,285
video,12/15/2017 2:20,158,234,92
photo,12/15/2017 2:05,19,0,0
photo,12/15/2017 1:40,35,0,0
photo,12/15/2017 1:27,41,5,0
video,12/15/2017 1:07,26,0,0
video,12/15/2017 1:03,244,1356,332
photo,12/14/2017 22:34,22,1,1
photo,12/14/2017 8:33,29,0,1
video,12/14/2017 8:09,40,0,0
video,12/14/2017 8:08,256,2979,434
photo,12/14/2017 7:50,12,0,0
video,12/14/2017 7:20,15,0,0
video,12/14/2017 7:05,19,0,0
video,12/14/2017 7:04,226,359,342
photo,12/14/2017 2:49,26,0,1
photo,12/14/2017 2:28,22,3,0
photo,12/14/2017 2:09,46,10,1
video,12/14/2017 1:08,54,0,0
video,12/14/2017 1:06,335,2112,597
photo,12/13/2017 3:00,13,1,0
video,12/13/2017 2:20,38,0,0
video,12/13/2017 2:17,223,1950,433
photo,12/13/2017 1:49,14,0,0
photo,12/13/2017 1:44,11,0,0
photo,12/13/2017 1:20,13,0,0
video,12/13/2017 1:09,160,326,300
photo,12/12/2017 8:41,8,0,0
photo,12/12/2017 8:12,24,2,1
photo,12/12/2017 7:51,24,3,0
video,12/12/2017 7:16,36,0,0
video,12/12/2017 7:16,8,0,0
video,12/12/2017 7:15,269,783,357
photo,12/12/2017 2:56,36,3,0
photo,12/12/2017 2:46,12,0,0
video,12/12/2017 2:23,135,245,133
photo,12/12/2017 1:16,22,0,0
video,12/12/2017 1:04,34,0,0
video,12/12/2017 1:03,230,1562,322
photo,12/11/2017 11:03,50,0,0
photo,12/11/2017 9:09,19,0,0
photo,12/11/2017 8:36,15,0,0
photo,12/11/2017 8:26,13,1,0
video,12/11/2017 8:22,1,0,0
video,12/11/2017 8:20,182,443,135
photo,12/11/2017 8:07,24,0,0
photo,12/11/2017 7:27,33,0,1
video,12/11/2017 7:06,42,0,0
video,12/11/2017 7:05,249,1244,469
photo,12/11/2017 2:19,17,0,0
photo,12/11/2017 2:06,19,0,2
video,12/11/2017 1:13,34,0,0
video,12/11/2017 1:06,322,1503,491
photo,12/10/2017 9:00,9,0,0
photo,12/10/2017 8:00,43,2,0
video,12/10/2017 7:05,385,1651,489
photo,12/10/2017 2:22,38,3,1
video,12/10/2017 2:11,40,0,0
video,12/10/2017 2:10,166,1199,348
photo,12/10/2017 1:37,17,1,0
photo,12/10/2017 1:16,23,0,0
video,12/10/2017 1:06,8,0,0
video,12/10/2017 1:05,169,293,195
photo,12/9/2017 8:52,23,4,0
photo,12/9/2017 8:44,17,1,0
photo,12/9/2017 8:40,28,0,3
photo,12/9/2017 8:05,50,3,0
video,12/9/2017 7:53,79,0,0
video,12/9/2017 7:52,219,1172,274
photo,12/9/2017 7:36,24,0,0
photo,12/9/2017 7:19,29,4,0
video,12/9/2017 7:00,85,0,0
video,12/9/2017 7:00,185,519,301
photo,12/9/2017 2:39,14,0,0
video,12/9/2017 2:05,193,800,336
photo,12/9/2017 1:47,13,1,0
photo,12/9/2017 1:29,50,1,0
video,12/9/2017 1:10,206,525,265
video,12/8/2017 8:12,46,0,0
video,12/8/2017 8:11,151,667,195
photo,12/8/2017 7:53,31,3,0
photo,12/8/2017 7:37,32,1,0
video,12/8/2017 7:07,255,505,187
video,12/8/2017 2:42,144,271,90
photo,12/8/2017 2:26,11,0,0
video,12/8/2017 2:21,9,0,0
video,12/8/2017 2:18,64,100,68
photo,12/8/2017 1:59,9,0,0
photo,12/8/2017 1:22,11,0,0
video,12/8/2017 1:11,27,0,0
video,12/8/2017 1:11,8,0,0
video,12/8/2017 1:10,253,1051,334
photo,12/7/2017 8:19,35,2,1
photo,12/7/2017 7:54,26,1,1
video,12/7/2017 7:43,248,1382,299
photo,12/7/2017 7:20,36,0,0
video,12/7/2017 7:04,180,307,217
photo,12/7/2017 2:08,28,0,0
photo,12/7/2017 1:39,45,6,2
video,12/7/2017 1:12,389,2798,564
photo,12/6/2017 8:24,34,0,0
photo,12/6/2017 7:47,23,1,0
photo,12/6/2017 7:25,44,2,0
video,12/6/2017 7:06,520,2546,659
video,12/6/2017 2:26,116,337,109
photo,12/6/2017 1:33,20,0,0
video,12/6/2017 1:11,339,1082,423
video,12/5/2017 8:19,28,0,0
video,12/5/2017 8:16,156,286,76
photo,12/5/2017 8:01,42,0,0
photo,12/5/2017 7:34,15,0,0
photo,12/5/2017 7:17,38,1,0
video,12/5/2017 7:01,305,1415,418
video,12/5/2017 2:37,15,0,0
video,12/5/2017 2:27,2,0,0
video,12/5/2017 2:25,4,0,0
video,12/5/2017 2:24,171,236,82
photo,12/5/2017 1:57,7,0,0
video,12/5/2017 1:08,9,0,0
video,12/5/2017 1:05,423,1661,584
video,12/4/2017 8:22,22,2,0
video,12/4/2017 8:21,136,250,51
photo,12/4/2017 7:10,27,0,0
video,12/4/2017 7:05,15,0,0
video,12/4/2017 7:00,285,1293,295
video,12/4/2017 2:35,128,200,63
photo,12/4/2017 1:46,18,1,0
photo,12/4/2017 1:24,5,0,0
video,12/4/2017 1:10,325,798,354
photo,12/3/2017 8:43,17,4,1
photo,12/3/2017 8:25,15,0,0
video,12/3/2017 8:09,204,1200,307
photo,12/3/2017 7:53,17,0,0
video,12/3/2017 7:04,186,325,253
photo,12/3/2017 2:53,18,0,0
video,12/3/2017 2:30,11,0,0
video,12/3/2017 2:25,129,299,117
video,12/3/2017 1:13,34,0,0
video,12/3/2017 1:11,297,1133,444
photo,12/2/2017 8:53,19,0,0
photo,12/2/2017 8:09,18,0,1
video,12/2/2017 8:01,25,0,0
video,12/2/2017 7:58,260,1493,338
photo,12/2/2017 7:21,24,0,0
video,12/2/2017 7:08,17,0,0
video,12/2/2017 7:07,148,390,210
photo,12/2/2017 2:57,7,0,0
photo,12/2/2017 2:26,17,0,0
video,12/2/2017 2:09,217,885,248
photo,12/2/2017 1:50,25,0,0
photo,12/2/2017 1:37,29,2,0
video,12/2/2017 1:07,223,349,251
photo,12/1/2017 8:05,11,0,0
photo,12/1/2017 8:01,17,0,0
photo,12/1/2017 7:26,17,0,1
video,12/1/2017 7:16,23,0,0
video,12/1/2017 7:12,275,1113,431
photo,12/1/2017 2:51,17,0,0
photo,12/1/2017 2:29,18,0,1
photo,12/1/2017 2:01,23,0,1
video,12/1/2017 1:47,300,1532,281
video,12/1/2017 1:12,14,0,0
video,12/1/2017 1:06,212,306,303
photo,11/30/2017 8:32,29,2,0
photo,11/30/2017 7:59,17,0,0
photo,11/30/2017 7:20,25,1,0
video,11/30/2017 7:07,50,0,0
video,11/30/2017 7:05,306,1259,319
photo,11/30/2017 4:43,36,2,0
video,11/30/2017 2:45,9,0,0
photo,11/30/2017 2:20,44,2,1
photo,11/30/2017 1:57,23,1,0
video,11/30/2017 1:11,314,1488,446
photo,11/29/2017 8:47,20,0,1
photo,11/29/2017 8:23,20,0,0
photo,11/29/2017 8:11,18,0,0
photo,11/29/2017 7:44,31,0,0
photo,11/29/2017 7:17,24,2,1
video,11/29/2017 7:07,36,0,0
video,11/29/2017 7:04,413,1934,542
photo,11/29/2017 2:10,9,1,1
photo,11/29/2017 1:27,26,0,0
video,11/29/2017 1:13,45,1,0
video,11/29/2017 1:10,331,1082,522
photo,11/28/2017 8:24,30,8,0
photo,11/28/2017 8:19,15,2,0
photo,11/28/2017 8:09,23,1,1
photo,11/28/2017 7:45,17,2,0
video,11/28/2017 7:25,307,847,440
video,11/28/2017 7:04,33,0,0
video,11/28/2017 7:02,128,229,229
video,11/28/2017 2:44,17,0,0
photo,11/28/2017 2:20,17,0,0
video,11/28/2017 2:11,17,0,0
video,11/28/2017 2:09,292,1194,379
photo,11/28/2017 1:20,36,3,1
video,11/28/2017 1:06,248,592,302
video,11/27/2017 8:30,172,1056,258
photo,11/27/2017 8:10,10,1,0
photo,11/27/2017 7:50,13,1,1
video,11/27/2017 7:09,35,0,0
video,11/27/2017 7:06,275,625,491
photo,11/27/2017 2:58,16,0,1
photo,11/27/2017 2:35,27,1,1
photo,11/27/2017 1:47,34,1,1
photo,11/27/2017 1:34,39,2,0
video,11/27/2017 1:13,30,1,0
video,11/27/2017 1:09,412,1680,553
photo,11/26/2017 9:10,13,0,0
photo,11/26/2017 8:47,20,0,1
photo,11/26/2017 8:15,9,0,0
video,11/26/2017 8:01,272,339,158
video,11/26/2017 7:01,268,816,529
video,11/26/2017 2:33,19,0,0
video,11/26/2017 2:29,249,1209,431
photo,11/26/2017 2:20,10,1,0
photo,11/26/2017 2:08,13,0,0
photo,11/26/2017 1:24,40,2,0
video,11/26/2017 1:06,333,1307,492
video,11/25/2017 8:24,207,391,259
photo,11/25/2017 7:42,27,2,0
photo,11/25/2017 7:21,38,4,0
video,11/25/2017 7:10,25,0,0
video,11/25/2017 7:06,407,1374,757
photo,11/25/2017 2:34,12,0,0
photo,11/25/2017 2:17,9,1,0
video,11/25/2017 2:12,26,0,0
video,11/25/2017 2:08,241,383,257
photo,11/25/2017 2:03,3,0,0
photo,11/25/2017 1:46,15,3,0
video,11/25/2017 1:06,267,859,426
photo,11/24/2017 8:33,23,1,0
video,11/24/2017 8:19,3,0,0
video,11/24/2017 8:16,10,0,0
video,11/24/2017 8:14,214,779,377
photo,11/24/2017 8:05,5,1,0
photo,11/24/2017 7:51,11,0,0
video,11/24/2017 7:10,248,433,303
photo,11/24/2017 3:15,16,0,0
photo,11/24/2017 2:41,20,0,0
video,11/24/2017 2:29,212,1006,496
photo,11/24/2017 1:47,14,0,0
video,11/24/2017 1:07,13,0,0
video,11/24/2017 1:01,282,1591,438
photo,11/23/2017 8:11,25,1,0
photo,11/23/2017 7:56,8,0,0
video,11/23/2017 7:48,20,0,0
video,11/23/2017 7:47,224,545,231
photo,11/23/2017 7:27,14,0,0
photo,11/23/2017 7:16,21,0,0
video,11/23/2017 6:58,23,1,0
video,11/23/2017 6:58,195,294,274
video,11/23/2017 2:30,14,0,0
photo,11/23/2017 2:10,11,0,0
video,11/23/2017 2:04,42,1,0
video,11/23/2017 2:03,160,1183,217
photo,11/23/2017 1:36,9,0,0
photo,11/23/2017 1:20,31,0,0
video,11/23/2017 1:04,182,1142,346
video,11/22/2017 7:32,29,0,0
video,11/22/2017 7:32,214,1550,388
photo,11/22/2017 7:13,10,1,0
video,11/22/2017 6:59,159,175,233
photo,11/22/2017 3:06,22,1,0
photo,11/22/2017 2:39,14,0,0
photo,11/22/2017 2:24,16,1,1
video,11/22/2017 2:10,13,0,0
video,11/22/2017 2:08,135,214,159
photo,11/22/2017 1:38,8,0,0
video,11/22/2017 1:01,233,1168,404
photo,11/21/2017 8:37,12,0,1
photo,11/21/2017 8:04,33,1,0
video,11/21/2017 7:54,336,1532,428
video,11/21/2017 7:04,26,0,0
video,11/21/2017 7:00,233,405,333
photo,11/21/2017 3:06,19,1,0
photo,11/21/2017 2:37,20,0,0
video,11/21/2017 2:26,183,908,266
photo,11/21/2017 2:16,25,2,0
photo,11/21/2017 1:45,16,2,0
photo,11/21/2017 1:29,49,4,0
video,11/21/2017 1:13,295,1357,474
photo,11/20/2017 8:19,22,1,0
photo,11/20/2017 7:54,14,1,0
video,11/20/2017 7:49,14,0,0
video,11/20/2017 7:42,230,1315,348
photo,11/20/2017 7:18,26,0,0
video,11/20/2017 7:05,241,336,432
photo,11/20/2017 2:58,19,0,0
photo,11/20/2017 2:55,12,2,0
photo,11/20/2017 2:44,33,3,0
photo,11/20/2017 2:31,10,3,0
video,11/20/2017 2:17,166,287,153
photo,11/20/2017 2:12,5,1,0
photo,11/20/2017 1:19,32,2,0
video,11/20/2017 1:05,398,2314,742
video,11/19/2017 8:04,10,1,0
video,11/19/2017 7:58,296,1756,422
video,11/19/2017 7:12,173,221,248
video,11/19/2017 1:57,29,0,0
video,11/19/2017 1:51,271,1516,505
photo,11/19/2017 1:46,19,2,0
video,11/19/2017 1:04,222,1711,463
photo,11/18/2017 8:37,23,1,0
video,11/18/2017 8:09,17,0,0
video,11/18/2017 8:04,176,171,146
photo,11/18/2017 7:53,21,0,0
photo,11/18/2017 7:28,30,0,0
video,11/18/2017 7:02,394,2379,471
photo,11/18/2017 2:46,3,0,0
video,11/18/2017 2:05,211,948,245
photo,11/18/2017 1:35,24,4,0
video,11/18/2017 1:14,24,0,0
video,11/18/2017 1:11,281,1858,339
photo,11/17/2017 8:50,12,0,0
photo,11/17/2017 8:35,5,2,0
photo,11/17/2017 8:24,9,0,0
video,11/17/2017 8:10,179,306,65
photo,11/17/2017 7:52,20,1,1
video,11/17/2017 7:48,12,0,0
video,11/17/2017 7:44,144,238,113
video,11/17/2017 7:05,120,126,100
photo,11/17/2017 2:54,10,0,0
photo,11/17/2017 2:18,13,2,0
video,11/17/2017 2:01,13,0,0
video,11/17/2017 1:59,173,578,153
photo,11/17/2017 1:43,19,0,0
video,11/17/2017 1:05,30,0,0
video,11/17/2017 1:04,232,1045,253
photo,11/16/2017 8:56,32,6,1
video,11/16/2017 8:45,6,0,0
photo,11/16/2017 7:58,15,0,1
video,11/16/2017 7:49,9,0,0
video,11/16/2017 7:48,0,0,0
video,11/16/2017 7:47,241,938,282
photo,11/16/2017 7:24,18,0,0
video,11/16/2017 7:09,147,226,207
video,11/16/2017 1:58,197,505,110
photo,11/16/2017 1:45,33,1,0
photo,11/16/2017 1:23,18,3,0
video,11/16/2017 1:02,242,1153,303
photo,11/15/2017 8:50,15,1,0
photo,11/15/2017 8:40,12,1,0
photo,11/15/2017 8:10,13,0,0
video,11/15/2017 7:54,202,377,117
photo,11/15/2017 7:45,23,0,0
photo,11/15/2017 7:35,7,0,0
photo,11/15/2017 7:28,9,0,0
video,11/15/2017 7:04,24,0,0
video,11/15/2017 7:04,246,1035,322
video,11/15/2017 2:18,126,266,72
photo,11/15/2017 2:09,9,0,0
photo,11/15/2017 2:01,6,0,0
photo,11/15/2017 1:53,8,0,0
video,11/15/2017 1:09,22,0,0
video,11/15/2017 1:08,288,953,304
photo,11/14/2017 8:43,14,0,0
photo,11/14/2017 8:10,6,0,0
video,11/14/2017 7:58,189,410,112
photo,11/14/2017 7:52,13,0,0
photo,11/14/2017 7:28,23,0,0
video,11/14/2017 7:11,22,0,0
video,11/14/2017 7:06,319,3053,403
photo,11/14/2017 1:51,11,1,2
photo,11/14/2017 1:28,23,0,2
video,11/14/2017 1:06,412,1485,452
video,11/13/2017 8:00,287,916,286
photo,11/13/2017 7:24,10,0,0
video,11/13/2017 7:07,226,238,238
photo,11/13/2017 3:00,22,0,0
photo,11/13/2017 2:38,12,0,0
photo,11/13/2017 1:51,28,5,0
video,11/13/2017 1:15,14,0,0
video,11/13/2017 1:07,394,2195,403
photo,11/12/2017 3:11,31,2,0
photo,11/12/2017 3:10,18,1,0
photo,11/12/2017 3:10,4,0,0
video,11/12/2017 2:59,115,179,64
video,11/12/2017 1:20,27,0,0
video,11/12/2017 1:13,370,1049,300
video,11/11/2017 8:20,165,296,100
photo,11/11/2017 7:46,13,1,0
video,6/10/2018 3:43,376,20,3
photo,6/9/2018 22:53,255,7,4
photo,6/7/2018 7:01,1704,21,3
status,6/6/2018 2:20,205,39,4
photo,6/4/2018 6:57,336,42,2
status,6/1/2018 0:35,111,2,1
photo,5/30/2018 6:33,357,18,9
